passportNumber,clientName,gender,dateOfBirth,mainDiagnosis,clientType,nationality,countryOfResidence,billingStreet,billingCity,billingState,billingCountry,billingCode,isMedicial,isClaim,claimInformation,referral_ID
a170,Robert David East,Male,1956-10-12 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,170
a1700,Agustina Kumala Dewi,null,1956-10-13 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1700
a1701,Nurhidayati,Female,1956-10-14 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1701
a1702,Pamela Di Leverano,Female,1956-10-15 00:00:00,null ,null ,Italian,null ,null ,null ,null ,null ,null ,null ,null,null ,1702
a1703,Pamela Di Leverano,Female,1956-10-16 00:00:00,null ,null ,Italian,null ,null ,null ,null ,null ,null ,null ,null,null ,1703
a1704,Daniel Robert Waldron,Male,1956-10-17 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,1704
a1705,Garbay Isabelle Elisabeth,Female,1956-10-18 00:00:00,null ,null ,France,null ,null ,null ,null ,null ,null ,null ,null,null ,1705
a1706,Oanh Akiko Treillod,Female,1956-10-19 00:00:00,null ,null ,France,null ,null ,null ,null ,null ,null ,null ,null,null ,1706
a1707,MR. EDWARD RAYMOND ADAMS,null,1956-10-20 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1707
a1708,Henry Gunawan Wibisono,Male,1956-10-21 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1708
a1709,Astri Kurniati,null,1956-10-22 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1709
a171,Geoffrey William Cooper,Male,1956-10-23 00:00:00,null ,null ,UK,null ,null ,null ,null ,null ,null ,null ,null,null ,171
a1710,Lilianty,Female,1956-10-24 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1710
a1711,Samuel S Chowdhury,Male,1956-10-25 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,No,null ,1711
a1712,Mr Alam Mir Nazmul,Male,1956-10-26 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1712
a1713,Wijono Judy,Male,1956-10-27 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1713
a1714,Nurhidayati,Female,1956-10-28 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1714
a1715,Qeza Wibisono,Female,1956-10-29 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1715
a1716,Wong Mee San,null,1956-10-30 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1716
a1717,MDM. O  IE CHENnull PWG,null,1956-10-31 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1717
a1718,Kezo Wibisono,Female,1956-11-01 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1718
a1719,Brendan George Patrick Cresswell,Male,1956-11-02 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1719
a172,Richard John Pedler,Male,1956-11-03 00:00:00,null ,null ,UK,null ,null ,null ,null ,null ,null ,null ,null,null ,172
a1720,Hammond Robert Joseph,Male,1956-11-04 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1720
a1721,SARA JANE HELEN HUGHES,Male,1956-11-05 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1721
a1722,ELLY RIA HUTAJULU,Female,1956-11-06 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1722
a1723,David,Male,1956-11-07 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1723
a1724,Hozayen Makeeneldin Taher  Badawi,Male,1956-11-08 00:00:00,null ,null ,Egyptian,null ,null ,null ,null ,null ,null ,null ,null,null ,1724
a1725,James Grayson March,Male,1956-11-09 00:00:00,null ,null ,UK,null ,null ,null ,null ,null ,null ,null ,null,null ,1725
a1726,Hendro Sunjoto,Male,1956-11-10 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1726
a1727,The Lie Hwa,Male,1956-11-11 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1727
a1728,The Lie Hwa,Male,1956-11-12 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1728
a1729,Agustina Anggraeni Kumala Dewi,Female,1956-11-13 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1729
a173,Vineeth Vivien Jackson Dsouza,Male,1956-11-14 00:00:00,null ,null ,Indian,null ,null ,null ,null ,null ,null ,null ,null,null ,173
a1730,HIMYON SUNNALINE,null,1956-11-15 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1730
a1731,Haines Martin John,Male,1956-11-16 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1731
a1732,Neilands Sarah Clifford Ferguson,Female,1956-11-17 00:00:00,null ,null ,Irish,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1732
a1733,LIM PEI SHAN JANET,null,1956-11-18 00:00:00,null ,null ,Singaporean,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1733
a1734,Martin Rein Olesk,Male,1956-11-19 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1734
a1735,Evelyn Goh Sum Moi,null,1956-11-20 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1735
a1736,Evelyn Goh Sum Moi,null,1956-11-21 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1736
a1737,Michael Hempler,Male,1956-11-22 00:00:00,null ,null ,German,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1737
a1738,Evelyn Wong Swee Hoon,Female,1956-11-23 00:00:00,null ,null ,Singaporean,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1738
a1739,Gut Christoph,Male,1956-11-24 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1739
a174,Lee Tong Eak,Male,1956-11-25 00:00:00,null ,null ,Malaysian,null ,null ,null ,null ,null ,null ,null ,null,null ,174
a1740,Gonzalez Nunez Marcelino,Male,1956-11-26 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1740
a1741,Wahyu Leni Helena Setiawan,Female,1956-11-27 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1741
a1742,Ta Thi Ty,Female,1956-11-28 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1742
a1743,Juriawati,Female,1956-11-29 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1743
a1744,Melita Widjaja,Female,1956-11-30 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1744
a1745,Vinsen Martheo,Male,1956-12-01 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1745
a1746,Vinsen Martheo,Male,1956-12-02 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1746
a1747,Lay Lie Sian,Female,1956-12-03 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1747
a1748,Lay Lie Sian,Female,1956-12-04 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1748
a1749,Lay Lie Sian,Female,1956-12-05 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1749
a175,Benjamin Parasian Frankel,Male,1956-12-06 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,175
a1750,Avery Carissa Alexandra Sutedja,Female,1956-12-07 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1750
a1751,Meriati Irawan,Female,1956-12-08 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1751
a1752,NIZAR SAIFUDIN HALIM,Male,1956-12-09 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1752
a1753,BREDEN CHUA AH HWA,Male,1956-12-10 00:00:00,null ,null ,Singaporean,null ,null ,null ,null ,null ,null ,null ,null,null ,1753
a1754,WEE PENG CHAI,Male,1956-12-11 00:00:00,null ,null ,Singaporean,null ,null ,null ,null ,null ,null ,null ,null,null ,1754
a1755,Orchard Heart Specialist Pte Ltd,null,1956-12-12 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1755
a1756,PN Chong Neurology Clinic,null,1956-12-13 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1756
a1757,Tay Khoon Hean Surgery,null,1956-12-14 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1757
a1758,Dyah & Associates,null,1956-12-15 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1758
a1759,ISABELE MARQUES SAHB NOBREGA,null,1956-12-16 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1759
a176,Jeremy Parlindungan Frankel,Male,1956-12-17 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,176
a1760,Yoehan Wahyudi Santoso,Male,1956-12-18 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1760
a1761,ROBERT KELSALL,Male,1956-12-19 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1761
a1762,Minh Malina,Female,1956-12-20 00:00:00,null ,null ,Cambodian,null ,null ,null ,null ,null ,null ,null ,No,null ,1762
a1763,Aye Aye,Female,1956-12-21 00:00:00,null ,null ,Burmese,null ,null ,null ,null ,null ,null ,null ,No,null ,1763
a1764,Yong Kam Yuen,Male,1956-12-22 00:00:00,null ,null ,Singaporean,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1764
a1765,HERMAN JONATHAN,Male,1956-12-23 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1765
a1766,Ani Onggosari,null,1956-12-24 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,1766
a1767,Yoehan Wahyudi Santoso,Male,1956-12-25 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1767
a1768,Beza Seyoum,Female,1956-12-26 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1768
a1769,Beza Seyoum,null,1956-12-27 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,No,null ,1769
a177,Jordy Parulian Frankel,Male,1956-12-28 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,177
a1770,THE SIOE HONG,Female,1956-12-29 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1770
a1771,Krann Alessandra Michelle,null,1956-12-30 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1771
a1772,TIME INTERNATIONAL,null,1956-12-31 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1772
a1773,Hianni Limmarga,Female,1957-01-01 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1773
a1774,Sierra Avery Widjaja,null,1957-01-02 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1774
a1775,Koo Fennie Kusumowati,Female,1957-01-03 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1775
a1776,PT GeoSolutionnull Eristiyana,null,1957-01-04 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1776
a1777,PT  Horizon Geoconsulting null c/o: Ms Eristi,null,1957-01-05 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1777
a1778,Iera Indriati,Female,1957-01-06 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1778
a1779,JENNY SOEGIARTO,Female,1957-01-07 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1779
a178,Davin Thomas Frankel,Male,1957-01-08 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,178
a1780,Wijono Judy,Male,1957-01-09 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1780
a1781,Wijono Judy,Male,1957-01-10 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1781
a1782,MATTHEW SATIVANO EVEREST,Male,1957-01-11 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1782
a1783,INGGRIANI LUKARDI,null,1957-01-12 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1783
a1784,Kotadia Archana,null,1957-01-13 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1784
a1785,Henrisa Yunan Lubis,null,1957-01-14 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1785
a1786,Melina Lim,null,1957-01-15 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1786
a1787,Ncube Margret Pamhidzai,null,1957-01-16 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1787
a1788,International SOS,null,1957-01-17 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1788
a1789,Lisawati Wijaya,Female,1957-01-18 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,1789
a179,Fitri Hendarto,Male,1957-01-19 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,179
a1790,Pan Asia Surgery,null,1957-01-20 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1790
a1791,Josee Tremblay,null,1957-01-21 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1791
a1792,Josee Tremblay,Female,1957-01-22 00:00:00,null ,null ,Canadian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1792
a1793,Yusak Martadinata,Male,1957-01-23 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1793
a1794,Cut Mitha Rapandya Dewi,Female,1957-01-24 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1794
a1795,Doyle Clare Marie,Female,1957-01-25 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1795
a1796,Ms. Kovalenko Andrey,null,1957-01-26 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1796
a1797,Ms. Ivanova Anna,null,1957-01-27 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1797
a1798,PT McCann Worldgroup,null,1957-01-28 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1798
a1799,MR. ANUAR BIN KADIR,Male,1957-01-29 00:00:00,null ,null ,Malaysian,null ,null ,null ,null ,null ,null ,null ,null,null ,1799
a18,Eveline Nuryati Chandra,Female,1957-01-30 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,18
a180,Kurnia Bagus Mantik,Male,1957-01-31 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,180
a1800,Erliny Rosalinda,Female,1957-02-01 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1800
a1801,Wong Fei Jun,Male,1957-02-02 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1801
a1802,Hianni Limmarga,Female,1957-02-03 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1802
a1803,Hianni Limmarga,Female,1957-02-04 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1803
a1804,Ervin Lily,Female,1957-02-05 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1804
a1805,SAVITRI RESTU WARDHANI,Female,1957-02-06 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,1805
a1806,Henrik St Pierre,Male,1957-02-07 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1806
a1807,Angeline  Tanuwidjaja,Female,1957-02-08 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,1807
a1808,Angeline Tanuwidjaja,null,1957-02-09 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1808
a1809,"Cegelec Oil & Gas Services Lda.,",null,1957-02-10 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1809
a181,Ramdani Ade Kosasih,Male,1957-02-11 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,181
a1810,MR. Andrew Posnernull,null,1957-02-12 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1810
a1811,MR. Andrew Posnernull US Embassy,null,1957-02-13 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1811
a1812,Teuku Meurah Irfansyah,Male,1957-02-14 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1812
a1813,NIZAR SAIFUDIN HALIM,Male,1957-02-15 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1813
a1814,ARADHANA BHAGWAN MIRPURI,null,1957-02-16 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1814
a1815,Taunao Theresa,Female,1957-02-17 00:00:00,null ,null ,PNG,null ,null ,null ,null ,null ,null ,null ,null,null ,1815
a1816,Anthony Nathan Goodwin,Male,1957-02-18 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,1816
a1817,Specialist Dental Group,null,1957-02-19 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1817
a1818,Tjie Tiauw Wan,null,1957-02-20 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1818
a1819,Elizabeth Hamer,null,1957-02-21 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1819
a182,Van Nasibuan Sarwan,Male,1957-02-22 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,182
a1820,Tjie Tiauw Wan,null,1957-02-23 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1820
a1821,HUSKY CNOOC MADURA LIMITED,null,1957-02-24 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1821
a1822,WANG LI,Female,1957-02-25 00:00:00,null ,null ,Chinese,null ,null ,null ,null ,null ,null ,null ,null,null ,1822
a1823,FU SHUCHAO,Male,1957-02-26 00:00:00,null ,null ,Chinese,null ,null ,null ,null ,null ,null ,null ,null,null ,1823
a1824,HENDRA TAN,Male,1957-02-27 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1824
a1825,HERIK ANTONI JIE,Male,1957-02-28 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1825
a1826,Suwandi Budjiman,Male,1957-03-01 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1826
a1827,EMALIA CHOLILUDDIN,Female,1957-03-02 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1827
a1828,Soegio Djojosapoetro,Male,1957-03-03 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1828
a1829,Liem Kiem Nio,Female,1957-03-04 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1829
a183,Muhamad Rachman Taufik,Male,1957-03-05 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,183
a1830,Ricardo Mateo Dionisio,Male,1957-03-06 00:00:00,null ,null ,Filipino,null ,null ,null ,null ,null ,null ,null ,null,null ,1830
a1831,Corrie Curt Chamberlain,Male,1957-03-07 00:00:00,null ,null ,New Zealand,null ,null ,null ,null ,null ,null ,null ,null,null ,1831
a1832,Deanna Maree Pamenter,Female,1957-03-08 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,1832
a1833,Pamenter Berry Allan,Male,1957-03-09 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,1833
a1834,PT Coates Hire Indonesia,null,1957-03-10 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1834
a1835,JOVITA KARTIKA,null,1957-03-11 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1835
a1836,JASPAL SINGH NARULLA,null,1957-03-12 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1836
a1837,Meghan Higgins,Female,1957-03-13 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,No,null ,1837
a1838,Aldilla Tienevy,null,1957-03-14 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1838
a1839,Antonius Hartono Kurniawan,Male,1957-03-15 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1839
a184,Teten Hadi Rustendi,Male,1957-03-16 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,184
a1840,Fetta Sabine Murielle,Female,1957-03-17 00:00:00,null ,null ,France,null ,null ,null ,null ,null ,null ,null ,null,null ,1840
a1841,Carins Philip James,Male,1957-03-18 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,1841
a1842,HansTEST,null,1957-03-19 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1842
a1843,ALYSIA OEI,null,1957-03-20 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,No,null ,1843
a1844,Toto Pratama,null,1957-03-21 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1844
a1845,PT Tritunggal Mandiri Solusindo (TMS Healthca,null,1957-03-22 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1845
a1846,Hambali Hadi Purnomo,null,1957-03-23 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1846
a1847,Md Alam Hossain,Male,1957-03-24 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,No,null ,1847
a1848,Sunarti Dalia Gani,Female,1957-03-25 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1848
a1849,AUNG SAN,Male,1957-03-26 00:00:00,null ,null ,Burmese,null ,null ,null ,null ,null ,null ,null ,No,null ,1849
a185,Syarifudin Saleh Lahamid,Male,1957-03-27 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,185
a1850,Ludy Harymoelia,Male,1957-03-28 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1850
a1851,ARTHY ROKAIYA ZAMAN,Female,1957-03-29 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1851
a1852,METY TJANDRA,Female,1957-03-30 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1852
a1853,Fransiska L Harjanto,Female,1957-03-31 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1853
a1854,Leena,null,1957-04-01 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1854
a1855,Leena,null,1957-04-02 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1855
a1856,Rajesh  K Surana,null,1957-04-03 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,No,null ,1856
a1857,Robert Naso,null,1957-04-04 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1857
a1858,Robert D Naso,null,1957-04-05 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,null,null ,1858
a1859,Michael Steven Whitbread,Male,1957-04-06 00:00:00,null ,null ,Australian,null ,null ,null ,null ,null ,null ,null ,null,null ,1859
a186,Sutiarso Purwowiyono,Male,1957-04-07 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,186
a1860,Jonathan Gallant,Male,1957-04-08 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1860
a1861,Rachmadi Joesoef,Male,1957-04-09 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1861
a1862,Rachmadi Joesoef,Male,1957-04-10 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1862
a1863,Laura Klink,Female,1957-04-11 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1863
a1864,Zuleika F Hurtado-Wallace,null,1957-04-12 00:00:00,null ,null ,American,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1864
a1865,Priscilla Christianty Wibisano,Female,1957-04-13 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1865
a1866,William Danny Creg Robinson Connell,Male,1957-04-14 00:00:00,null ,null ,New Zealand,null ,null ,null ,null ,null ,null ,null ,null,null ,1866
a1867,ALAN HUGH MCLARE,Male,1957-04-15 00:00:00,null ,null ,UK,null ,null ,null ,null ,null ,null ,null ,null,null ,1867
a1868,ERVIN LILY SUNINGSIH,Female,1957-04-16 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,No,null ,1868
a1869,CRAIG BEVERIDGE,Male,1957-04-17 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1869
a187,Sukamto Marmo,Male,1957-04-18 00:00:00,null ,null ,Indonesian,null ,null ,null ,null ,null ,null ,null ,null,null ,187
a1870,ZACHARY BEVERIDGE,Male,1957-04-19 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1870
a1871,CRAIG BEVERIDGE,Male,1957-04-20 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1871
a1872,DONNA PATRICIA MONIAGA,Female,1957-04-21 00:00:00,null ,null ,null,null ,null ,null ,null ,null ,null ,null ,Yes,null ,1872
a1873,Nizam Uddin Hazari,null,1957-04-22 00:00:00,null ,null ,Bangladeshi,null ,null ,null ,null ,null ,null ,null ,No,null ,1873
